"publication_id","ai_subfield"
"W2972227710","computer vision"
"W2990818770","computer vision"
"W4286829109","General AI"
"W3042088791","computer vision"
"W3195562463","General AI"
"W3005457696","computer vision"
"W3113215878","General AI"
"W3094937636","General AI"
"W3013064625","General AI"
"W3160244858","General AI"
"W4281747382","General AI"
"W3196304395","General AI"
"W4385320121","General AI"
"W2887019724","General AI"
"W3080266874","computer vision"
"W3187483004","graph neural networks"
"W2982645003","General AI"
"W2888313207","General AI"
"W2976184969","General AI"
"W2945051190","General AI"
"W3012079496","General AI"
"W2979357336","General AI"
"W3193754890","General AI"
"W3005219125","generative ai"
"W2919816947","General AI"
"W4321786597","natural language processing"
"W4321786597","transformer architecture"
"W3044454104","General AI"
"W3090615956","neural architecture search"
"W3045825034","General AI"
"W3037565425","General AI"
"W4320063337","General AI"
"W4393170771","explainable ai"
"W4386246120","natural language processing"
"W4386246120","transformer architecture"
"W4206755733","graph neural networks"
"W2978858971","General AI"
"W3119528261","General AI"
"W4386791410","General AI"
"W3142457648","General AI"
"W4225568512","graph neural networks"
"W4221021152","General AI"
"W2939181282","General AI"
"W2798720628","federated learning"
"W4210379867","General AI"
"W4304161220","General AI"
"W3199488820","General AI"
"W3095852388","General AI"
"W3022043513","computer vision"
"W2970757764","computer vision"
"W2970757764","graph neural networks"
"W2948461581","computer vision"
"W3036149562","General AI"
"W3014676873","General AI"
"W3048545344","computer vision"
"W4395670480","graph neural networks"
"W4395670480","neural architecture search"
"W3100431408","graph neural networks"
"W4395676281","General AI"
"W3033387047","computer vision"
"W4311537573","General AI"
"W3172242543","General AI"
"W2946566846","computer vision"
"W4394580929","General AI"
"W3207276325","General AI"
"W4220969689","General AI"
"W3049633943","General AI"
"W2943201207","General AI"
"W3166902960","General AI"
"W2916105049","General AI"
"W4385648028","General AI"
"W2991439194","General AI"
"W4280510627","computer vision"
"W4280510627","graph neural networks"
"W3171594106","General AI"
"W4382873860","General AI"
"W2999300566","General AI"
"W4200473452","General AI"
"W3048427347","General AI"
"W4224320982","graph neural networks"
"W3080588469","General AI"
"W3008876591","General AI"
"W4310836146","General AI"
"W4385151982","graph neural networks"
"W4392405811","explainable ai"
"W3006418295","computer vision"
"W3090154305","natural language processing"
"W3186467883","General AI"
"W4210451751","General AI"
"W3094390838","General AI"
"W3217031479","General AI"
"W4205452084","graph neural networks"
"W3119836372","computer vision"
"W3166592993","generative ai"
"W3166592993","graph neural networks"
"W2992312320","computer vision"
"W3005940936","computer vision"
"W3153771145","General AI"
"W3012155760","General AI"
"W4225659306","computer vision"
"W4367146727","graph neural networks"
"W3092962781","General AI"
"W3021789920","General AI"
"W2924509255","General AI"
"W2922105745","computer vision"
"W3181755904","computer vision"
"W3132277775","General AI"
"W4396578638","General AI"
"W3012598084","General AI"
"W3038702313","General AI"
"W4323797442","General AI"
"W4212993683","General AI"
"W3028504508","computer vision"
"W4296044817","graph neural networks"
"W3013958775","computer vision"
"W3013958775","graph neural networks"
"W3115003633","graph neural networks"
"W2944313727","computer vision"
"W3046986344","graph neural networks"
"W3006805607","computer vision"
"W4401992148","General AI"
"W4283786398","computer vision"
"W4283021596","computer vision"
"W3015527879","General AI"
"W3215623190","General AI"
"W2967982146","General AI"
"W3098252703","computer vision"
"W2915382319","General AI"
"W4383817745","generative ai"
"W4383817745","natural language processing"
"W4381163968","graph neural networks"
"W4385270159","graph neural networks"
"W3208239477","computer vision"
"W3011679186","computer vision"
"W2995620485","computer vision"
"W3169987391","General AI"
"W3015106848","computer vision"
"W4313650698","General AI"
"W4205203504","General AI"
"W4394824429","graph neural networks"
"W4394824429","transformer architecture"
"W4386525386","General AI"
"W3008618223","computer vision"
"W3008618223","natural language processing"
"W2956897601","computer vision"
"W4221124727","General AI"
"W4312129619","General AI"
"W4312969325","General AI"
"W3172545452","General AI"
"W3174400490","General AI"
"W3195378094","General AI"
"W4220998111","graph neural networks"
"W3011854025","generative ai"
"W3011854025","natural language processing"
"W4213059002","General AI"
"W3016895690","General AI"
"W3037743169","explainable ai"
"W2963399829","General AI"
"W4382310450","General AI"
"W4327713021","quantum ml"
"W4229049869","General AI"
"W4308292292","explainable ai"
"W3007318395","General AI"
"W2914314600","computer vision"
"W4353057854","General AI"
"W4389439905","General AI"
"W3082179801","General AI"
"W4362698897","generative ai"
"W3022827444","computer vision"
"W2998401283","General AI"
"W3135970545","General AI"
"W3194107456","General AI"
"W2969699559","General AI"
"W3044492802","computer vision"
"W4283794051","graph neural networks"
"W3038964916","General AI"
"W4378174417","graph neural networks"
"W3018022596","General AI"
"W3106651141","computer vision"
"W3015767938","General AI"
"W3171183426","General AI"
"W3100962952","General AI"
"W4225419551","natural language processing"
"W3130825363","General AI"
"W3000965188","explainable ai"
"W4386735666","natural language processing"
"W3199625624","General AI"
"W2981736926","General AI"
"W4367183886","General AI"
"W3134611473","General AI"
"W4205951982","natural language processing"
"W4206686640","General AI"
"W3126336475","computer vision"
"W4360615678","General AI"
"W4293795496","General AI"
"W4323020850","graph neural networks"
"W2982471419","General AI"
"W3191936115","General AI"
"W4382173516","generative ai"
"W2900710900","computer vision"
"W3172444062","General AI"
"W4303986301","General AI"
"W2899116309","General AI"
"W3090831210","General AI"
"W4366990766","General AI"
"W2922476837","General AI"
"W3040552910","General AI"
"W2987212315","General AI"
"W4381328689","graph neural networks"
"W3010725820","computer vision"
"W3042792180","General AI"
"W3199618438","General AI"
"W3087747512","generative ai"
"W4313411123","General AI"
"W3115612815","General AI"
"W2947616598","computer vision"
"W3006857012","General AI"
"W3171364527","computer vision"
"W3108642877","General AI"
"W4307021774","General AI"
"W4387490268","graph neural networks"
"W2957430216","General AI"
"W3158096381","General AI"
"W4293511125","General AI"
"W4401569678","General AI"
"W2965344373","computer vision"
"W4294755849","General AI"
"W2913189099","computer vision"
"W2912354537","computer vision"
"W4304185523","computer vision"
"W3209092234","General AI"
"W4383499521","graph neural networks"
"W3151856854","General AI"
"W2992824173","General AI"
"W3165340137","General AI"
"W4380369812","General AI"
"W3010710435","General AI"
"W3119237119","General AI"
"W3110261028","General AI"
"W3171888358","General AI"
"W4380369663","General AI"
"W3181940694","General AI"
"W3043486047","General AI"
"W2939853793","neural architecture search"
"W3036201112","computer vision"
"W4296777868","General AI"
"W4280610215","General AI"
"W3024118039","General AI"
"W2962867198","General AI"
"W4402488350","graph neural networks"
"W3158307528","General AI"
"W3210828003","graph neural networks"
"W3210828003","natural language processing"
"W3136873430","General AI"
"W4285122835","General AI"
"W2909680570","General AI"
"W3109675364","General AI"
"W2915430650","General AI"
"W2968600287","General AI"
"W4212928315","General AI"
"W3033580259","General AI"
"W2963111219","computer vision"
"W3102564198","General AI"
"W3205805054","graph neural networks"
"W3048584318","General AI"
"W4395957340","graph neural networks"
"W3131379101","General AI"
"W4377038136","General AI"
"W3205451405","General AI"
"W2985653130","General AI"
"W3163452505","General AI"
"W3021510704","reinforcement learning"
"W3196362788","General AI"
"W2953495237","General AI"
"W3034815177","computer vision"
"W2980623771","General AI"
"W2938144699","computer vision"
"W3049499902","General AI"
"W2965875348","computer vision"
"W2965881028","General AI"
"W3157721836","computer vision"
"W2987952249","General AI"
"W3130804472","General AI"
"W4220902634","generative ai"
"W4220902634","natural language processing"
"W3135297126","General AI"
"W2999416926","computer vision"
"W3014339631","computer vision"
"W3014339631","graph neural networks"
"W4385568427","graph neural networks"
"W3128456605","General AI"
"W2998895100","General AI"
"W4386098991","natural language processing"
"W4386098991","transformer architecture"
"W3005674604","computer vision"
"W4293009162","computer vision"
"W3096943439","General AI"
"W4220863748","General AI"
"W3176574153","computer vision"
"W3132828246","graph neural networks"
"W3035785571","General AI"
"W4376871536","General AI"
"W3175539961","graph neural networks"
"W3016590323","computer vision"
"W4312940140","graph neural networks"
"W3107346677","General AI"
"W4386387831","General AI"
"W4313444849","General AI"
"W4283764803","General AI"
"W4386768706","graph neural networks"
"W3113283709","computer vision"
"W3015913963","General AI"
"W3131866082","General AI"
"W2998829516","explainable ai"
"W3033154016","General AI"
"W3040938591","General AI"
"W2956265248","General AI"
"W2982108874","General AI"
"W2971657464","General AI"
"W4306969352","generative ai"
"W4210917430","General AI"
"W3008594856","General AI"
"W2969178187","General AI"
"W3217580385","General AI"
"W3136354122","General AI"
"W4226303442","graph neural networks"
"W4318966368","General AI"
"W3194366730","General AI"
"W4394933439","General AI"
"W4388937805","natural language processing"
"W2931471748","General AI"
"W2972747336","General AI"
"W4379386976","computer vision"
"W4387297831","explainable ai"
"W4387297831","generative ai"
"W3030970797","computer vision"
"W3030970797","natural language processing"
"W3000661126","General AI"
"W2913712311","computer vision"
"W3093981769","General AI"
"W3123384867","General AI"
"W4210530467","General AI"
"W4281646939","General AI"
"W4391221901","graph neural networks"
"W2911420178","computer vision"
"W3094681328","generative ai"
"W2966213627","General AI"
"W2976911668","General AI"
"W4221111998","computer vision"
"W3083017137","General AI"
"W4319294071","General AI"
"W2946844474","General AI"
"W3001760905","General AI"
"W4226128225","General AI"
"W3216447180","graph neural networks"
"W2974285835","General AI"
"W4285987580","explainable ai"
"W3117786276","computer vision"
"W3117786276","quantum ml"
"W4211249255","General AI"
"W4312440280","General AI"
"W4321015480","explainable ai"
"W4318914588","computer vision"
"W3163323251","computer vision"
"W3163323251","natural language processing"
"W3133557031","General AI"
"W3037215700","computer vision"
"W3013299216","General AI"
"W3195446130","General AI"
"W4392986561","natural language processing"
"W3197995211","General AI"
"W4313215872","General AI"
"W3080114912","General AI"
"W3093838722","General AI"
"W4317900619","generative ai"
"W3036241636","General AI"
"W4400957436","General AI"
"W2997052735","computer vision"
"W2990550398","computer vision"
"W3156642753","graph neural networks"
"W4388240299","graph neural networks"
"W4390841343","computer vision"
"W4378469471","natural language processing"
"W4378469471","transformer architecture"
"W3011757677","General AI"
"W4387204736","General AI"
"W2884129013","computer vision"
"W2884129013","generative ai"
"W4310802579","graph neural networks"
