"author_id","author_name","orcid","h_index_current","total_citations","total_papers","primary_institution_id","country","years_active","is_prolific","has_institution"
"A5037899663","Alexandra Karamitrou","0000-0002-4142-1958","4","55","23","I43439940","GB","15","False","True"
"A5029029222","Muhammad Hadi Saputra","0000-0002-2928-7880","5","328","56","I4210158665","ID","12","False","True"
"A5033756912","Wilson Tam","0000-0003-0641-3060","81","28911","491","I165932596","SG","50","False","True"
"A5079888779","İpek Özkaya","0000-0002-7336-4775","28","3507","183","I114772536","US","27","False","True"
"A5028595292","Thanh Minh Tran","0000-0002-5152-5494","5","105","17","I4210095101","VN","16","False","True"
"A5049335972","Waymond Rodgers","0000-0003-4349-5667","30","3117","150","I145311948","US","57","False","True"
"A5051683347","Pablo Barceló","0000-0003-2293-2653","29","3099","222","I162148367","CL","69","False","True"
"A5073923353","Chin‐Sheng Lin","0000-0002-5167-8327","31","3478","181","I1293718874","TW","29","False","True"
"A5053635382","Patrick Huber","0000-0002-4253-994X","10","366","52","I859038795","US","22","False","True"
"A5088611151","Zhengxia Zou","0000-0003-1774-552X","37","7993","168","I4210100255","CN","13","True","True"
"A5048653669","Kai‐Jung Shih","0000-0002-3395-8341","5","219","14","I16566446","TW","29","False","True"
"A5062714111","Shunbo Zhang","0000-0003-3154-410X","10","409","20","I205016115","CN","18","False","True"
"A5053304950","Debneil Saha Roy","","1","60","2","I59553526","US","1","False","True"
"A5068036777","Yueshan Li","0000-0003-2343-1252","21","3378","66","I204983213","CN","24","False","True"
"A5089789944","Woong Suh","0000-0003-3696-8198","2","387","9","","","7","False","False"
"A5101816655","Min Li","0000-0003-0128-5143","17","1091","116","I4401200309","","24","False","True"
"A5090345723","Danyang Zhu","0000-0001-9213-5399","22","1975","101","I116953780","CN","39","False","True"
"A5030075617","Davide Brunelli","0000-0001-5110-6823","50","8366","372","I193223587","IT","34","True","True"
"A5010822864","Amogh Gyaneshwar","0000-0002-6656-0321","5","146","6","I74973139","US","3","False","True"
"A5102717392","Daniel Motta","0000-0002-1189-5933","3","173","7","I1329807341","BR","26","False","True"
"A5037238294","Tanwi Mallick","0000-0003-3716-4693","9","369","50","","","16","False","False"
"A5021778628","Lequn Chen","0000-0003-0113-8397","18","1697","59","","","21","False","False"
"A5033736743","Ruixue Ding","0009-0006-8632-8032","5","251","11","","","7","False","False"
"A5026627445","Indrajeet Ghosh","0000-0003-2868-3766","5","115","22","I66946132","US","9","False","True"
"A5113722485","Sidney Le","","17","1039","41","I1343052199","US","13","False","True"
"A5021092666","Kai Feng","0000-0002-3066-0056","14","905","60","I4210162190","CN","23","False","True"
"A5086894713","Lu Han","0000-0002-1120-3220","23","2270","207","I145897649","CN","26","False","True"
"A5010952755","Praveen Ranjan Srivastava","0000-0001-7467-5500","26","3043","172","","","18","False","False"
"A5106628377","Caixuan Luo","","1","13","1","I29739308","CN","1","False","True"
"A5039241458","Chrysanthos Maraveas","0000-0003-2140-615X","30","2897","112","I109954829","GR","15","False","True"
"A5030725796","Pramita Sree Muhuri","0000-0001-7273-5274","2","136","2","I35777872","US","2","False","True"
"A5067398723","Kyriakos D. Apostolidis","0000-0003-0394-7454","7","167","17","I147962203","GR","12","False","True"
"A5056986304","Mithun S. Ullal","0000-0002-0334-7283","7","183","18","","","7","False","False"
"A5102357137","Rincy N. Thomas","","2","108","2","I196622127","IN","1","False","True"
"A5102860037","Changzhi Jiang","0000-0003-0765-6320","6","182","10","","","5","False","False"
"A5055104719","Asma Cherif","0000-0003-3875-074X","12","442","73","I185163786","SA","19","False","True"
"A5109669169","Ilan Price","0000-0003-4765-2703","2","181","3","I4210090411","GB","10","False","True"
"A5074858660","Reaya Grewal","","3","105","5","I162030827","IN","6","False","True"
"A5007304196","Chuan Yang","","11","773","14","","","14","False","False"
"A5059022210","Andrej Flogie","0000-0001-5219-9347","12","423","75","I37696226","SI","18","False","True"
"A5068580978","Jung Jin Kim","0000-0001-6948-6027","18","1119","75","I52010207","KR","32","False","True"
"A5044446110","Benjamin Fritz","0000-0001-8733-131X","22","1669","82","I159176309","DE","68","False","True"
"A5052026703","Bouchaib Zazoum","0000-0001-7641-5809","11","611","47","I103527128","US","22","False","True"
"A5054308631","Noman Khan","0000-0001-7531-3827","21","1416","48","I193775966","KR","23","False","True"
"A5100638486","Dawei Liu","0000-0002-0557-3321","37","6109","122","","","30","False","False"
"A5010156990","Hafiz Muhammad Fahad Noman","0000-0001-8507-5383","2","72","6","I33849332","MY","3","False","True"
"A5101491619","Lifang Guo","0000-0002-3076-6723","9","369","22","I200296433","CN","20","False","True"
"A5088722590","Sumaya Sanober","0000-0003-2533-478X","13","794","27","I81365321","US","10","False","True"
"A5036819347","Thiruvonasundari Duraisamy","","6","270","6","I81556334","IN","2","False","True"
"A5108689301","Karan Chaudhary","","3","213","4","","","15","False","False"
"A5011513892","Danielle Hitch","0000-0003-2798-2246","24","2084","191","I149704539","AU","20","False","True"
"A5047313768","Jacqueline Michelle Metsch","0000-0002-7517-7041","2","50","7","I2802849423","US","2","False","True"
"A5039467796","Shuwen Yue","0000-0002-1259-4649","15","764","58","I205783295","US","10","False","True"
"A5078962151","Jayashree Chadalawada","0000-0003-3224-1186","8","515","18","I165932596","SG","10","False","True"
"A5050178679","Sriram Gubbi","0000-0002-9263-1381","20","2833","89","I1299303238","US","9","False","True"
"A5100346319","Yiming Li","0000-0001-8376-6244","10","360","31","I139660479","CN","32","False","True"
"A5007354836","Hong Qin","0000-0003-0304-3762","35","5424","576","I126520041","CN","45","True","True"
"A5111905715","Lisa Joss","","27","2351","53","I28407311","GB","26","False","True"
"A5021484581","Zixuan Cang","0000-0002-9951-5586","20","3155","48","I137902535","US","28","False","True"
"A5093657415","Christoforos Brozos","0009-0005-6455-7611","2","30","6","","","2","False","False"
"A5030737403","Myungjoon Kim","","1","91","2","","","4","False","False"
"A5035731307","J. Arun Pandian","","10","1336","49","I876193797","IN","15","False","True"
"A5064242793","Haitham Abdulmohsin Afan","0000-0002-4957-756X","35","4220","78","I27768575","IQ","12","False","True"
"A5100419413","Xiaoyu Zhang","0000-0002-5702-5749","13","642","48","I135364568","CA","30","False","True"
"A5018409592","Mamoun Alazab","0000-0002-1928-3704","85","26280","412","I29894533","AU","57","False","True"
"A5008097291","Roshni G. Iyer","","5","91","13","","","6","False","False"
"A5022575314","Shenghua Cheng","0000-0003-3527-3845","10","897","39","I56934997","CN","10","False","True"
"A5089806180","Wenda Li","0000-0003-1464-5291","4","101","10","I19820366","CN","4","False","True"
"A5101505508","Dan Guo","0000-0002-0334-0145","5","1015","12","","","11","False","False"
"A5078286204","Jienan Chen","0000-0003-1265-0775","23","1539","126","I150229711","CN","41","False","True"
"A5016895294","Xuewen Luo","","12","1204","29","I157773358","CN","8","False","True"
"A5014202593","Yuran Jia","","6","162","11","I204983213","CN","5","False","True"
"A5069072700","Bernd Bischl","0000-0001-6002-6980","44","9023","368","I3018771216","DE","19","True","True"
"A5038652876","Aditya Nandy","0000-0001-7137-5449","27","3035","138","","","18","False","False"
"A5101716860","Anurag Tripathi","0000-0002-3792-5643","10","1009","50","I4210089985","DE","32","False","True"
"A5051660284","Pál András Papp","0009-0005-6667-802X","5","102","34","","","21","False","False"
"A5110759012","R.S. Latha","","12","436","46","I3133098998","IN","18","False","True"
"A5083792798","Jesse C. Rayan","0000-0002-7309-6803","7","281","10","I867280407","US","9","False","True"
"A5032964134","Jin-Fan Hu","0000-0003-3969-0945","11","746","19","I4210145761","CN","6","False","True"
"A2416969471","Zeju Li","0000-0002-4608-2959","2","205","2","","","1","False","False"
"A5101652594","Zhennan Li","0009-0008-5886-1651","16","820","63","I117532281","CN","17","False","True"
"A5064000812","Ruoling Deng","","7","435","12","I79223203","CN","7","False","True"
"A5089093097","Zorana Ivčević","0000-0002-0321-2071","35","4040","126","I32971472","US","24","False","True"
"A5014283627","Stefania Bracci","0000-0003-1435-2536","19","2240","57","I193223587","IT","23","False","True"
"A5022931661","Олексій Костенко","0000-0002-2131-0281","6","147","48","","","16","False","False"
"A5091889665","Yannick Peifer","","2","94","16","I4210106188","DE","3","False","True"
"A5100417165","Jin Young Kim","0000-0001-7746-9972","67","17537","576","I139264467","KR","54","True","True"
"A5006291601","Zijun Xiao","","21","2219","63","I27357992","CN","20","False","True"
"A5047557442","Zhe Xu","0000-0002-3921-7499","17","1262","89","I180726961","CN","30","False","True"
"A5083807422","Lorenzo Cobianchi","0000-0002-6773-5453","32","3204","199","I25217355","IT","23","False","True"
"A5040108486","Joanna Wyrobek","0000-0002-8536-0851","6","173","85","","","25","False","False"
"A5012002123","Sejong Oh","0000-0002-9365-274X","22","2247","107","I157485424","KR","31","False","True"
"A5047817505","Wojciech Siłka","0000-0002-3548-9024","4","94","18","","","4","False","False"
"A5103246651","Nitin Singh","0009-0004-0132-8777","12","896","83","","","43","False","False"
"A5046106872","James E. Saal","0000-0003-0935-158X","37","8869","123","I4210143896","US","20","False","True"
"A5015890352","An Thao Huynh","0000-0003-0416-9463","6","209","12","I84027002","GB","11","False","True"
"A5100697545","Xiaoran Li","0000-0002-7438-8920","29","2278","149","I183067930","CN","16","False","True"
"A5006739769","Javad Noorbakhsh","0000-0002-6196-8061","17","1568","68","","","13","False","False"
"A5028113395","G. Jothi","","13","952","33","","","22","False","False"
"A5044662678","Fatima Hassan","","5","236","13","I172780181","PK","7","False","True"
"A5005020243","Vinay Chamola","0000-0002-6730-3060","61","14206","283","I74796645","IN","14","True","True"
"A5083707253","Bo Wei","0000-0002-0781-9655","29","2616","195","I178232147","CN","25","False","True"
"A5065061505","Leyuan Fang","0000-0003-2351-4461","61","14548","269","I16609230","CN","32","False","True"
"A5081961287","Fangling Pu","0000-0002-1490-0347","18","1332","75","I24185976","CN","25","False","True"
"A5087769785","Harry Coppock","0000-0003-2404-8319","10","348","38","","","23","False","False"
"A5014961194","Chengming Ye","0000-0002-6799-0286","15","694","63","I31595395","CN","20","False","True"
"A5022622866","E. S. Madhan","0000-0002-3906-7451","5","111","17","","","12","False","False"
"A5100437205","Xu Zhang","0000-0002-1533-4340","46","8879","494","I119273862","CN","44","True","True"
"A5037795001","Nadikatla Chandrasekhar","","3","200","7","","","3","False","False"
"A5069064010","Karim Abbasi","0000-0003-2135-8864","17","918","27","I181744264","IR","11","False","True"
"A5101825312","Qianqian Song","0000-0002-4455-5302","32","3936","267","I102208913","CN","18","True","True"
"A5086624683","A. Lakshmanarao","0000-0002-8068-4857","11","613","106","I4210145126","IN","8","True","True"
"A5114197767","Zhen Lu","","1","27","2","","","2","False","False"
"A5101572934","Zhengfeng Wang","0000-0002-3132-9381","12","513","90","I17442442","CN","25","False","True"
"A5053440521","Zhendong Zhang","0000-0003-4689-1577","19","1023","83","I19820366","CN","16","False","True"
"A5052911078","Parvinder Singh Saini","","1","118","1","I4210136518","IN","1","False","True"
"A5008749395","Caterina De Lucia","0000-0001-9377-9233","15","865","77","I106296451","IT","24","False","True"
"A5010158838","Bin Shi","0000-0003-3005-685X","14","856","119","","","29","False","False"
"A5024456511","Zhe Lin","0009-0002-5244-4159","10","395","38","I187400657","CN","16","False","True"
"A5044455276","Kaize Ding","0000-0001-6684-6752","23","2550","133","I111979921","US","13","True","True"
"A5065385363","Neerja Kashive","0000-0002-3259-9631","9","405","22","I4210131707","US","14","False","True"
"A5015209716","Lewis Chinery","0000-0002-9222-185X","4","96","7","I40120149","GB","4","False","True"
"A2601005171","Shichao Kan","0000-0003-0097-6196","1","22","3","","","1","False","False"
"A5041764190","Ghada Abdelmoumin","0000-0001-9727-9527","4","147","8","I137853757","US","6","False","True"
"A5025088046","Hira Khalid","","1","78","3","","","2","False","False"
"A5048501368","Alpay Sabuncuoğlu","0000-0002-4415-0516","7","207","23","I4210128584","GB","10","False","True"
"A5089844476","Peter Appiahene","0000-0002-6098-4537","16","824","75","I291863076","GH","12","False","True"
"A5049335042","George S. Fanourgakis","0000-0001-6158-6824","25","3253","69","","","30","False","False"
"A5038980292","Maituo Yu","0000-0002-2944-3150","6","250","16","I74973139","US","16","False","True"
"A5090322041","Peng Ni","0000-0002-0801-7574","23","1729","76","I139660479","CN","22","False","True"
"A5003126186","Yanjun Huang","0000-0003-3133-8031","47","8777","296","I116953780","CN","29","True","True"
"A5077810235","Colin J. Burke","0000-0001-9947-6911","10","372","48","","","15","False","False"
"A5065548001","Ronghui Lin","0000-0002-7664-8845","14","693","40","","","20","False","False"
"A5048766064","Juan Antonio Guerrero Ibáñez","0000-0001-6517-4421","15","2480","50","I916541031","MX","20","False","True"
"A5100670527","Xiang Pan","0000-0001-9108-944X","18","1129","102","I16609230","CN","34","False","True"
"A5003032735","Mariarosaria Taddeo","0000-0002-1181-649X","55","15073","244","I125680101","GB","24","True","True"
"A5017607013","Anthony Lomax","0000-0002-7747-5990","35","4597","190","I4210152742","US","38","False","True"
"A5057308209","Lorenzo Colantonio","0000-0003-1059-1185","4","95","12","","","5","False","False"
"A5018264085","Wenzhuo Lu","0000-0003-1883-9624","4","209","17","I99065089","CN","8","False","True"
"A5092012841","Philip Jorzik","0000-0003-4598-3509","3","175","3","I27963644","DE","2","False","True"
"A5054810086","Kashif Hameed","0000-0002-9578-9651","4","177","11","I16076960","PK","15","False","True"
"A5080721712","Takaki Yamamoto","0000-0002-4321-5269","18","1129","41","I4210116810","JP","41","False","True"
"A5084499878","Wolfram Burgard","0000-0002-5680-6500","110","68059","836","I3130238102","DE","36","True","True"
"A5020170016","Muzammil Khan","0000-0003-1914-6520","11","906","39","","","18","False","False"
"A5062909665","Ivan Argatov","0000-0003-4054-3854","28","3180","261","I183111857","SE","33","False","True"
"A5001585068","Haixing Zhu","0000-0003-2407-8307","2","91","15","I184843921","CN","7","False","True"
"A5105787926","Nur-A- Alam","","3","209","3","I41173762","BD","2","False","True"
"A5101807338","Haoming Lin","0000-0002-4788-1744","14","725","74","I180726961","CN","19","False","True"
"A5016899872","Karin Dembrower","0000-0001-5966-0749","10","1084","22","I28166907","SE","11","False","True"
"A5063036404","Gustavo Assunção","0000-0003-4015-4111","4","120","20","","","7","False","False"
"A5031864225","Christina Tay","","6","99","19","","","18","False","False"
"A5061026797","Samuel Fosso Wamba","0000-0002-1073-058X","77","30771","408","I129162050","FR","22","True","True"
"A5100765990","Yogesh Kumar","0000-0002-2879-0441","33","3923","196","I27674431","IN","16","True","True"
"A5068251077","Oumaima Fadi","0000-0003-0666-517X","4","93","11","I4210106663","MA","5","False","True"
"A5015385537","Dennis Abts","0009-0007-7108-9013","28","3617","158","I4210127875","US","25","False","True"
"A5095095068","Malek Elhaddad","0009-0007-7818-7900","1","141","1","I2801317318","CA","1","False","True"
"A5100698813","He Zhao","0000-0003-0894-2265","11","476","95","I1292875679","AU","27","False","True"
"A5032366427","Nam Ju Kim","0000-0001-6288-3732","19","1908","111","I31419693","KR","31","False","True"
"A5064518756","Khaja Mannanuddin","0000-0003-4572-7812","3","79","12","","","6","False","False"
"A5100458455","Haijun Zhang","0000-0002-0236-6482","67","17520","698","I116953780","CN","36","True","True"
"A5022424776","San Murugesan","0000-0002-4949-2945","24","3815","184","I4210142080","AU","31","False","True"
"A5042331995","Akhil Vaid","0000-0002-3343-744X","26","3706","132","I4210107408","US","38","False","True"
"A5080267354","Agnieszka Wojtuch","0000-0002-3112-2049","3","116","6","I126596746","PL","3","False","True"
"A5045458884","Suresh Kumar Natarajan","","6","243","32","I106826634","IN","12","False","True"
"A5022326153","Florian Mock","0000-0002-1791-4437","7","292","14","I76198965","DE","30","False","True"
"A5012125729","Jack Dyson","0000-0003-3883-4855","6","118","16","I71422933","GB","36","False","True"
"A5017829750","Eva Selenko","0000-0002-9579-9200","19","1381","64","I143804889","GB","17","False","True"
"A5078990921","Elliot Mbunge","0000-0003-4504-6697","26","2631","103","I16969244","SZ","22","False","True"
"A5049259994","Daniel Bonet-Solà","0000-0001-7362-199X","5","115","11","I5593406","ES","4","False","True"
"A5052687333","Cosimo Ieracitano","0000-0001-7890-2897","23","2577","83","I59725666","IT","10","False","True"
"A5089983725","Venkata Santosh Kumar Delhi","0000-0002-9588-4130","14","701","70","","","15","False","False"
"A5043065848","Changjun Kim","0000-0002-1330-7066","3","75","16","","","17","False","False"
"A5100416688","Xu Xu","0000-0002-3934-9096","30","5264","1598","I108160477","CN","39","True","True"
"A5058239552","M. Kalpana Chowdary","0000-0002-1201-3146","7","781","24","","","13","False","False"
"A5061562703","Kun‐Hsing Yu","0000-0001-9892-8218","36","7994","128","I136199984","US","23","False","True"
"A5078340301","Quanlong Feng","0000-0002-0569-4131","23","2464","75","I52158045","CN","15","False","True"
"A5005866333","Peng Zeng","0000-0002-3904-9245","43","8144","600","I35440088","CH","29","True","True"
"A5070493043","Ashkan Nomani","","2","58","3","I72816309","US","10","False","True"
"A5084688443","Ekta Sonwani","","1","88","1","I70971781","IN","1","False","True"
"A5100656458","Md. Kamrul Hasan","0000-0002-4308-6102","5","191","9","","","7","False","False"
"A5041260237","Xin Zhao","0000-0002-8968-6912","13","675","147","I28407311","GB","27","False","True"
"A5085029208","Jun Cheng","0000-0002-3483-747X","56","10458","451","I159389169","CN","24","True","True"
"A5056181527","Mirza Muntasir Nishat","0000-0002-0853-0319","25","1739","98","","","9","True","False"
"A5056553242","Pengbin Feng","0000-0002-9472-5226","8","423","23","I1174212","US","9","False","True"
"A5006116691","Guanqiu Qi","0000-0001-9562-3865","36","5409","147","I63190737","US","16","False","True"
"A5051966375","Daniel Han","0000-0002-9088-1651","19","1179","93","I31746571","AU","18","False","True"
"A5103167883","V. Srividhya","0009-0000-4683-1190","5","107","35","","","17","False","False"
"A5054889505","Dante Trabassi","0000-0002-4739-3441","7","250","24","I861853513","IT","5","False","True"
"A5101766936","Jun Hu","0000-0003-1277-6802","16","1100","84","I165932596","SG","22","False","True"
"A5051687771","Ramzi M. Sadek","","1","107","1","","","1","False","False"
"A5048394913","Alexander Bakumenko","0000-0001-7212-9573","3","108","6","I8078737","US","4","False","True"
"A5013949805","Maganti Syamala","0000-0001-6792-1232","8","373","46","I875944469","IN","9","False","True"
"A5107964901","Ricardo Daniel Monteiro Simoes","0000-0001-9032-0320","1","50","1","I858936495","CH","1","False","True"
"A5062206285","J. Logeshwaran","0000-0002-6779-6467","42","4892","127","I48018076","IN","9","True","True"
"A5014665709","Yonatan Elul","0000-0002-1840-2927","3","75","4","I174306211","IL","4","False","True"
"A5068647024","K. K. Yaswanth","","8","270","16","","","8","False","False"
"A5076591073","Lars Ruthotto","0000-0003-0803-3299","20","1911","120","I150468666","US","16","False","True"
"A5002171752","Yi-Chu Li","","1","82","1","I148366613","TW","1","False","True"
"A5008371285","Evgeny Zherebtsov","0000-0002-3635-1430","20","1426","148","I98381234","FI","15","False","True"
"A5055484303","Seyedeh Khadijeh Hashemi","0000-0002-7727-331X","1","110","1","I181744264","IR","1","False","True"
"A5087574526","Mukul Anand","","1","68","2","I153954893","IN","5","False","True"
"A5072405533","Alejandro Toro-Ossaba","0000-0002-0331-6102","6","144","24","I3018704611","CO","6","False","True"
"A5100352637","Xuefei Li","0000-0002-5754-5058","9","355","57","I118987531","CN","22","False","True"
"A5017276343","Yi Han","0000-0002-2835-9280","21","10442","57","I61057504","CN","32","False","True"
"A5100698454","Sheng Ye","0000-0002-1097-7283","34","5210","99","I162868743","CN","29","False","True"
"A5010239946","Hasin Shahed Shad","0000-0002-4334-4319","2","84","2","I157386601","BD","1","False","True"
"A5041599593","Juntao Guan","0000-0002-1640-6799","10","497","15","I149594827","CN","28","False","True"
"A5030087382","Emily Tat","0000-0001-6484-7348","2","100","11","I2799503643","US","6","False","True"
"A5004183493","Mohammad Wardat","0009-0001-0213-725X","7","313","29","I177721651","US","12","False","True"
"A5078417320","Muhammad Siddique","0009-0005-5807-7056","18","1546","76","I40542001","KR","25","False","True"
"A5015624780","T. Hayasaka","0000-0002-7502-7019","15","1554","92","I95457486","US","59","False","True"
"A5081861368","Yumi Umeda‐Kameyama","0000-0003-4353-3424","13","836","55","I4210109338","JP","19","False","True"
"A5037483581","M Sudhan","","2","72","3","I119668213","IN","5","False","True"
"A5105758735","Jihye Lim","0000-0003-3819-5192","12","515","57","I51226738","KR","16","False","True"
"A5048159038","Xiaodong He","0000-0001-9379-6762","6","398","16","","","19","False","False"
"A5100357037","Gen Li","0000-0002-6883-2407","14","1393","61","I27837315","US","16","False","True"
"A5016878393","Idriss Idrissi","0000-0001-6137-7109","11","435","21","","","5","False","False"
"A5073977684","Alireza Goli","0000-0001-9535-9902","37","3935","131","I39268498","IR","20","False","True"
"A5028236009","Raniya R. Sarra","0000-0002-8691-107X","4","170","4","","","4","False","False"
"A5012375499","Sozan Mohammed Ahmed","","2","107","2","I36162470","IQ","1","False","True"
"A5064732307","Moshe Eliasof","0000-0002-1780-2312","7","170","65","I241749","GB","7","False","True"
"A5063933934","Dai Quoc Tran","0000-0003-2652-821X","14","668","33","","","7","False","False"
"A5110892722","Zijian Liang","","1","8","2","I75689368","CN","1","False","True"
"A2155499010","De-Qiang Li","0000-0001-5255-6199","2","108","4","","","1","False","False"
"A5091469915","S. V. Kogilavani","","9","328","39","","","19","False","False"
"A5087738784","Catherine Sandoval","0000-0002-6486-0558","4","167","7","I82951845","AU","7","False","True"
"A5004466761","Denys Fontaine","0000-0001-5012-6769","51","8670","277","I1289422878","US","45","False","True"
"A5062342887","Isaac Oyeyemi Olayode","0000-0003-1119-7614","17","774","48","","","6","False","False"
"A5032807776","Syeda Fatima Aijaz","0000-0002-0958-137X","2","103","3","I923305593","PK","2","False","True"
"A5053107720","Thavavel Vaiyapuri","0000-0001-5494-5278","21","1485","76","I142608572","SA","7","True","True"
"A5100389366","Ziwei Wang","0000-0001-9225-8495","24","2968","217","I172675005","SG","21","True","True"
"A5075575103","Mohamed Ebrahim","0000-0002-3615-6811","1","46","2","I206935292","SA","2","False","True"
"A5049280936","Qinghua Miao","0009-0001-1615-3154","4","363","10","I41208885","CN","11","False","True"
"A5039913415","Thi Ngoc Tho Nguyen","0000-0002-0210-6373","12","576","36","","","16","False","False"
"A5100738031","Sijie Chen","0000-0001-5263-9189","54","10856","341","I139660479","CN","23","True","True"
"A5056955607","Surachate Kalasin","0000-0001-6413-6642","17","829","42","I60837268","TH","24","False","True"
"A5090024694","Wendong Bi","0000-0002-9939-3072","6","120","12","","","4","False","False"
"A5100413319","Yong Ren","0000-0002-6016-5582","19","1965","151","I1297991670","CN","24","False","True"
"A1980801935","Pablo Amil","0000-0002-6253-9242","0","0","2","","","1","False","False"
"A5055045330","Somaiya Khan","0000-0003-3489-1094","8","363","18","I139759216","CN","6","False","True"
"A5086388598","Somenath Bera","0000-0002-7608-6184","3","272","8","I885392262","IN","6","False","True"
"A2989784849","Vittorio Mazzia","0000-0002-7624-1850","5","395","5","","","1","False","False"
"A5069183897","Fahad Taha AL‐Dhief","0000-0001-9817-2545","23","1840","55","","","10","False","False"
"A5084267497","Gangfeng Ma","0009-0004-8398-2923","28","2669","103","I135237710","CN","24","False","True"
"A5010953163","Baiju Babu Vimala","","2","145","2","I876193797","IN","1","False","True"
"A5046899691","Danish Javeed","0000-0002-7831-8188","23","1706","46","I9224756","CN","6","False","True"
"A5101607498","Zhong-Qiu Wang","0000-0002-4204-9430","31","3220","131","I3045169105","CN","19","False","True"
"A5031089700","María Carolina Klos","0000-0002-5108-4692","3","172","16","I4210085904","AR","11","False","True"
"A5023937136","Jeerana Noymanee","","5","193","10","I2801080794","TH","8","False","True"
"A5036821551","Simon H. Bickler","0000-0001-7620-2862","11","532","29","I52179390","NZ","36","False","True"
"A5055320910","Alexandre Georgieff","","7","513","17","","","9","False","False"
"A5041917506","Mark Lennox","","3","73","6","I126231945","GB","36","False","True"
"A5049145952","Inaam Ashraf","0000-0001-9841-3628","3","37","10","","","4","False","False"
"A5033951961","Syed Asad Abbas Bokhari","0000-0002-9510-0359","9","345","37","I60559429","KZ","5","False","True"
"A5019199746","Michal Golovanevsky","","2","111","10","","","4","False","False"
"A5020783783","Yongqi Pang","","2","117","2","I31683504","CN","2","False","True"
"A5058087031","Zhaoqing Pan","0000-0003-1390-399X","26","2647","88","I162868743","CN","15","False","True"
"A5069421205","Chengqi She","0000-0002-8090-1348","8","628","14","","","7","False","False"
"A5073529859","Vinay Arora","0000-0001-6081-7555","13","544","53","I162030827","IN","17","False","True"
"A5105784841","Albert M. Sirunyan","","29","2497","164","","","23","False","False"
"A5060328206","Xiaofeng Jin","0000-0002-1804-5456","11","800","35","I143868143","CN","24","False","True"
"A5085314430","Rafael San Miguel Carrasco","0000-0002-8599-3536","2","85","3","I37446213","ES","16","False","True"
"A5051815230","Oleksandr Voznyy","0000-0002-8656-5074","99","45803","282","I185261750","CA","22","True","True"
"A5052015967","Luca Rossetto","0000-0002-5389-9465","24","1676","138","I202697423","CH","24","False","True"
"A5100666262","Kailin Xu","0000-0003-1375-1084","37","6892","589","I136199984","US","34","True","True"
"A5112415108","S. Latha","","9","314","72","I145286018","IN","16","False","True"
"A5019419996","Hongtian Chen","0000-0002-8600-9668","36","4924","257","I183067930","CN","17","True","True"
"A5101653703","Lei Chen","0000-0001-9796-7987","7","300","18","I141301092","CN","18","False","True"
"A5101610355","N. Burgess","0000-0002-8953-5516","13","578","33","I2801109035","GB","32","False","True"
"A5067694973","Agneza Krajna","0000-0001-8304-5463","6","99","10","I181343428","HR","4","False","True"
"A5033930153","Sohaib Asif","0000-0003-0707-470X","19","1263","53","I19820366","CN","15","False","True"
"A5087565596","Mohamed El-Sefy","","2","118","4","I122879082","CA","5","False","True"
"A5025153342","Nathan Brajer","0000-0002-8803-2116","8","801","12","I170897317","US","6","False","True"
"A5100743783","Xiao Ma","0000-0001-5466-867X","8","529","15","I4210089887","GB","8","False","True"
"A5086590676","Ivan Martins De Andrade","0000-0001-8298-4987","1","105","1","I75619284","BR","1","False","True"
"A5067901159","Taylor T. Johnson","0000-0001-8021-9923","31","3523","245","I1299303238","US","27","False","True"
"A5067512970","Matthew Tamasi","0000-0002-9873-172X","8","496","18","","","6","False","False"
"A5010855327","Alessandro Carriero","0000-0001-7481-7169","40","5613","407","I123338534","IT","42","False","True"
"A5061657434","Tayeb Brahimi","0000-0002-1575-4943","17","1219","92","I125656591","SA","41","False","True"
"A5042151011","Michael Lutter","0000-0002-9019-6769","6","383","27","","","7","False","False"
"A5044642735","Hussein A. Hejase","","6","282","22","","","10","False","False"
"A5088736154","Nahuel Costa","0000-0002-9189-2192","5","301","27","","","7","False","False"
"A5031853632","Pouya Bashivan","0000-0002-0296-6381","15","2606","53","I4210164802","CA","18","False","True"
"A5065089873","Floris van Beers","","3","134","6","","","5","False","False"
"A5020606991","Linfei Yin","0000-0001-8343-3669","26","2159","150","I150807315","CN","13","True","True"
"A5087866749","Satya Murthy Sasubilli","","6","265","7","","","1","False","False"
"A5055590688","Yunchao Liu","0000-0002-3982-1311","4","66","16","I200719446","US","6","False","True"
"A5001424875","Ambreen Hanif","0000-0002-5703-3474","6","149","16","I99043593","AU","9","False","True"
"A5002572191","Penghua Liu","0000-0002-8574-891X","19","3268","36","","","17","False","False"
"A5086190596","Shah Rukh Qasim","0000-0003-4264-9724","9","550","163","I202697423","CH","9","True","True"
"A5100745297","Guoying Wang","0000-0001-7997-1026","24","2625","119","","","39","False","False"
"A5033634358","Sahar Gull","0000-0003-1471-5990","10","345","22","I205490536","KR","5","False","True"
"A5103187010","Jin Woo Oh","0009-0001-1790-9216","19","1443","57","I193775966","KR","33","False","True"
"A5046851981","Enzo Tartaglione","0000-0003-4274-8298","10","619","136","I12356871","FR","11","True","True"
"A5102445961","Lianjie Jiang","","4","246","13","","","8","False","False"
"A5075620331","Priya L. Donti","0000-0002-8503-7464","12","1760","26","I63966007","US","9","False","True"
